id,age,income,loan_amount,term,gender,credit_history,default
3433,55,37938,10485,6,M,1,0
3434,39,63333,5764,24,M,0,0
3435,28,56966,18849,24,F,0,0
3436,46,37889,10862,36,F,1,0
3437,60,54187,10793,12,F,0,1
3438,27,47599,9564,12,F,1,0
3439,50,44223,1917,24,F,1,0
3440,27,38212,6627,12,F,1,1
3441,23,51821,3881,18,F,1,1
3442,21,46012,3401,36,F,1,0
3443,56,54270,2292,24,F,0,0
3444,45,62297,6823,12,M,1,0
3445,57,53473,10102,12,F,1,0
3446,21,53730,2889,36,F,0,0
3447,35,41882,13499,6,M,0,0
3448,57,67615,11487,12,F,1,0
3449,33,37272,8841,36,M,1,1
3450,60,25820,20810,6,M,0,0
3451,28,33935,8797,24,F,1,0
3452,25,65513,13991,6,F,1,0
3453,29,56883,11047,12,M,1,0
3454,21,69679,17193,24,F,1,0
3455,56,30154,15422,24,F,1,0
3456,55,84803,8499,6,F,1,0
3457,22,45744,8681,24,F,1,0
3458,60,23594,3292,6,M,1,0
3459,43,82936,10579,6,M,1,0
3460,29,30348,13273,6,F,1,0
3461,54,44031,9690,36,F,1,0
3462,34,46913,17003,12,F,1,0
3463,24,56661,10725,24,M,0,1
3464,50,38130,16237,18,F,1,0
3465,51,65589,9184,12,F,1,0
3466,58,61304,4202,18,M,1,0
3467,31,50286,6875,6,M,1,0
3468,55,69864,9839,24,F,0,0
3469,28,48982,6252,12,M,1,0
3470,23,45865,1724,18,F,0,0
3471,34,79971,1000,18,M,1,0
3472,33,54436,15069,18,M,1,0
3473,52,35215,11926,12,M,0,1
3474,54,37245,11378,36,M,0,0
3475,39,50284,10841,6,M,1,0
3476,58,14030,7262,24,M,1,1
3477,36,40505,13971,18,F,0,0
3478,22,48494,1303,12,F,1,0
3479,60,47492,1000,18,M,1,0
3480,37,31138,8991,12,M,1,0
3481,54,43272,10648,36,F,0,0
3482,62,67697,5579,18,F,0,0
3483,36,64597,2033,18,M,1,0
3484,58,51434,12953,24,M,1,0
3485,22,48966,7942,12,F,1,0
3486,22,47575,13470,12,M,1,0
3487,46,53544,16528,36,F,1,1
3488,33,51538,1982,18,M,0,1
3489,51,54862,11066,24,M,1,0
3490,54,57526,11247,6,M,0,1
3491,59,31833,13722,24,M,1,1
3492,23,45345,7332,24,F,1,0
3493,28,52968,10279,24,F,1,1
3494,43,35512,13668,24,F,1,0
3495,34,39892,12188,18,F,1,0
3496,47,46731,17794,24,F,0,0
3497,49,47467,5657,12,F,0,0
3498,59,53249,11035,12,M,1,0
3499,59,37279,9568,24,M,1,0
3500,21,64520,8967,12,F,1,0
3501,37,47343,12940,18,M,1,0
3502,61,52177,10578,6,F,1,1
3503,50,44452,4670,24,F,1,0
3504,33,53534,14763,12,M,0,0
3505,41,75068,12951,12,F,1,0
3506,39,44313,17373,18,M,1,0
3507,39,41832,13635,18,F,1,0
3508,45,37547,8932,6,F,1,0
3509,42,49105,8970,36,F,1,0
3510,51,48931,15179,36,M,1,0
3511,37,50771,6164,36,M,1,0
3512,43,57023,5475,6,M,1,0
3513,52,55132,11101,24,M,1,0
3514,30,49662,2529,36,F,1,0
3515,30,79307,11743,36,M,0,0
3516,56,60360,12348,12,M,1,0
3517,28,33661,8768,12,M,0,0
3518,40,26821,17040,24,M,1,1
3519,52,39565,15639,18,F,1,0
3520,34,52289,6108,6,M,0,0
3521,48,38307,13278,36,F,1,0
3522,44,40585,14922,6,M,0,0
3523,35,50391,10413,12,M,0,0
3524,42,44870,7840,6,M,0,0
3525,50,19284,4456,12,M,1,0
3526,24,66157,7208,6,M,0,1
3527,33,62674,4567,12,M,0,0
3528,43,30723,14562,6,M,0,1
3529,28,50853,8724,36,M,0,0
3530,38,33251,12608,36,M,0,0
3531,32,40868,16301,24,F,1,0
3532,51,57292,11060,6,M,1,1
3533,34,62150,15885,18,M,1,0
3534,54,61799,8247,24,M,0,0
3535,38,53672,11932,6,F,1,1
3536,54,69128,11027,18,F,1,0
3537,31,40841,6492,36,M,1,0
3538,61,44170,8453,36,M,1,0
3539,32,11080,17075,36,F,0,0
3540,35,48604,8275,18,F,1,0
3541,51,58695,1686,12,M,1,0
3542,49,54278,8268,6,F,1,1
3543,46,40639,6235,24,M,1,0
3544,38,62667,12279,24,F,1,0
3545,52,48892,13073,36,M,1,0
3546,42,61496,11790,12,M,1,0
3547,58,57292,7952,6,M,1,1
3548,37,71367,10295,6,M,1,0
3549,43,55090,8423,24,M,0,0
3550,44,59149,2765,24,F,1,0
3551,28,48849,9439,24,M,1,0
3552,61,42456,23183,6,F,1,1
3553,26,57360,4853,24,F,1,0
3554,25,72540,1000,6,F,1,0
3555,64,40761,17119,36,F,1,0
3556,49,46277,12243,12,M,1,1
3557,48,50399,11489,24,F,0,0
3558,31,60273,8207,6,F,0,1
3559,21,55181,11131,36,F,1,0
3560,63,63695,10258,18,M,1,0
3561,39,79608,16553,36,M,0,0
3562,29,40416,14584,12,F,1,0
3563,47,59145,13011,36,F,1,0
3564,54,54809,6586,24,M,1,0
3565,64,50285,11144,24,F,0,0
3566,24,59091,6922,18,M,0,1
3567,56,45997,16142,6,F,0,1
3568,38,54845,6425,36,F,1,0
3569,35,30420,9327,18,M,0,0
3570,33,41917,4566,24,M,1,0
3571,39,65712,7509,6,F,1,0
3572,26,65136,7452,6,M,1,0
3573,32,53891,9236,12,F,1,0
3574,57,43204,5501,24,M,1,0
3575,37,62378,16078,6,M,0,0
3576,43,68547,9064,12,M,1,0
3577,46,43814,7331,12,F,0,0
3578,49,28174,13848,24,F,0,1
3579,53,56737,20811,6,F,1,1
3580,47,63706,7978,6,M,0,0
3581,45,58812,8774,36,F,1,0
3582,30,73476,6308,6,M,1,0
3583,43,73539,13310,12,M,1,0
3584,41,45419,14776,18,M,0,0
3585,41,52984,9768,24,M,1,0
3586,63,42551,7808,18,F,0,1
3587,33,34669,12669,6,F,0,0
3588,57,35548,13698,12,F,1,0
3589,53,60755,17770,18,M,1,0
3590,44,54543,7087,24,F,1,1
3591,64,63349,14261,36,M,0,0
3592,31,87974,10528,18,F,1,0
3593,37,57498,1328,36,F,0,0
3594,24,38181,17611,6,F,1,0
3595,45,65526,11487,6,F,0,0
3596,50,37902,13034,24,F,1,1
3597,29,76225,14731,36,F,1,0
3598,41,20428,12980,36,M,1,0
3599,40,41801,5165,24,M,0,0
3600,39,59332,13373,18,M,1,0
3601,39,67662,12483,24,F,1,0
3602,32,39845,1650,6,M,1,0
3603,57,37126,18330,36,F,0,0
3604,62,52225,8113,12,M,1,0
3605,37,78634,14977,12,F,0,0
3606,57,26924,8319,6,F,0,0
3607,59,45288,7333,36,M,0,0
3608,48,53902,9605,36,F,0,0
3609,61,38060,20608,24,F,1,0
3610,55,38009,20064,18,M,1,1
3611,38,46499,7327,24,M,1,1
3612,34,54390,16236,12,M,1,0
3613,55,47074,10116,36,M,1,0
3614,64,71983,20091,18,M,1,0
3615,61,58889,15764,24,F,1,0
3616,27,55747,11395,18,F,1,0
3617,61,65414,10406,12,M,1,0
3618,33,56012,13041,18,F,1,1
3619,38,43352,12417,36,M,0,0
3620,57,46052,4486,18,F,1,0
3621,33,33058,11039,18,F,0,0
3622,56,80073,6741,24,F,1,0
3623,51,63960,7351,18,M,1,0
3624,22,11606,15572,18,F,1,0
3625,36,69996,11018,12,M,1,1
3626,29,28011,7727,18,M,1,1
3627,29,57810,3940,24,M,1,0
3628,58,16939,6119,24,F,1,0
3629,31,43578,9702,36,F,1,0
3630,42,70114,18429,12,F,1,0
3631,53,70949,4754,6,M,1,0
3632,56,54601,11473,36,M,1,0
3633,43,61811,12035,18,M,0,0
3634,54,28796,16113,12,M,0,0
3635,29,58074,10624,36,M,1,1
3636,44,62764,12039,24,M,1,0
3637,28,88546,15910,12,F,1,0
3638,27,40651,6114,12,M,1,0
3639,56,50244,13956,18,F,0,1
3640,38,51171,3030,12,M,1,0
3641,23,60478,10320,12,M,1,0
3642,48,63207,8813,6,F,1,0
3643,26,65913,6389,18,F,1,1
3644,64,64819,14861,12,F,1,1
3645,64,27783,15142,12,F,1,0
3646,41,10802,15345,6,F,0,0
3647,48,42284,11898,6,F,1,0
3648,60,49468,3837,24,F,0,0
3649,21,40800,8355,18,M,1,0
3650,56,43104,15029,6,M,0,0
3651,41,44956,14963,12,M,1,0
3652,63,58661,15983,6,M,1,0
3653,55,34494,11570,36,F,1,0
3654,33,48832,9090,24,F,1,0
3655,30,48947,1000,24,M,1,0
3656,64,58320,14313,18,F,1,0
3657,30,67428,9504,24,M,1,1
3658,33,75261,3731,18,F,1,0
3659,57,38810,13813,36,M,0,0
3660,58,20000,17097,12,M,0,0
3661,44,46371,14336,36,M,0,0
3662,22,26170,13374,18,F,1,1
3663,42,91018,14667,18,M,1,0
3664,37,36906,1000,18,M,1,0
3665,56,58457,18605,12,M,1,0
3666,34,64010,6041,18,F,1,0
3667,30,55109,6480,36,M,1,0
3668,55,81150,7644,12,F,1,0
3669,45,46962,8216,36,F,0,1
3670,23,37476,17502,12,M,1,0
3671,58,36700,12719,18,F,1,0
3672,37,61250,6607,12,F,1,0
3673,32,47153,7364,6,F,1,0
3674,44,36702,22471,36,F,0,0
3675,49,56619,11765,6,M,0,0
3676,63,60638,7840,6,F,1,0
3677,45,54069,1890,18,M,1,0
3678,56,63493,1621,18,F,0,0
3679,46,51321,4415,6,F,0,0
3680,58,41095,10479,12,M,0,1
3681,21,62171,15547,18,F,1,0
3682,40,36648,13080,36,F,1,0
3683,48,33066,15870,6,M,1,0
3684,36,67339,12828,36,F,1,0
3685,37,44782,3870,36,M,0,0
3686,60,74985,12124,36,M,0,0
3687,48,62848,12338,6,F,1,1
3688,32,43642,9399,24,M,1,0
3689,47,57293,8470,18,F,1,0
3690,62,87925,9258,36,F,1,0
3691,50,61314,2267,6,M,0,1
3692,61,58725,3339,24,F,1,0
3693,54,41079,22708,6,M,1,0
3694,57,77668,3742,18,F,0,0
3695,26,69769,1166,6,M,0,0
3696,27,41216,6398,12,M,1,0
3697,52,78206,12295,12,M,0,0
3698,52,52471,12805,36,M,1,0
3699,45,37394,4880,6,M,1,0
3700,53,41022,10482,6,M,0,1
3701,27,63165,7276,36,F,1,0
3702,32,37497,10951,36,F,1,0
3703,36,33453,8533,24,F,0,1
3704,36,43416,6529,6,F,1,0
3705,63,45657,6754,18,M,1,0
3706,56,39900,1000,18,M,0,0
3707,33,43190,8892,18,M,0,0
3708,27,63753,9617,36,M,1,0
3709,56,53847,2957,36,F,1,0
3710,29,42265,8316,36,M,1,0
3711,52,43582,8723,18,M,0,1
3712,31,48025,1000,24,M,1,0
3713,28,48883,6142,12,F,1,0
3714,53,48947,5984,6,F,1,0
3715,43,63203,10898,12,F,1,0
3716,45,52955,16226,6,F,1,0
3717,28,53396,10236,36,M,1,0
3718,42,71401,15797,18,F,0,0
3719,24,78149,8887,12,F,1,0
3720,60,31535,11856,36,M,1,0
3721,23,26316,10333,6,F,1,0
3722,49,44758,22057,12,F,1,0
3723,61,61746,9238,12,M,1,0
3724,49,55639,13912,12,F,1,1
3725,54,65811,11013,12,F,1,0
3726,54,44114,15628,12,F,0,0
3727,48,20649,13160,36,F,0,0
3728,33,29498,11703,6,M,1,0
3729,35,58471,4291,6,M,1,0
3730,43,65926,4732,24,F,1,0
3731,64,21398,6919,18,M,0,0
3732,46,71159,8537,12,M,1,0
3733,24,56969,10555,6,F,0,0
3734,46,48943,6931,18,F,1,0
3735,60,40597,1000,18,M,1,0
3736,29,73867,15136,36,M,1,0
3737,25,63455,12236,12,F,1,0
3738,52,57362,10301,24,M,1,0
3739,40,39028,16269,18,M,0,0
3740,31,74212,5981,36,F,1,0
3741,35,50455,9345,12,F,1,0
3742,52,54485,10797,6,F,1,0
3743,48,51095,7924,24,F,1,0
3744,42,38516,6021,12,M,1,1
3745,61,54795,14373,36,F,1,0
3746,37,60454,11420,36,M,1,0
3747,46,43375,13120,36,M,1,1
3748,64,53511,5881,36,F,0,0
3749,27,50877,14149,36,M,1,0
3750,62,63726,6883,24,F,0,0
3751,46,45515,11236,18,F,0,0
3752,45,53398,19897,18,M,1,0
3753,30,56557,14260,6,M,0,0
3754,39,45176,11696,18,M,0,0
3755,31,37619,16752,36,F,0,0
3756,33,40060,7151,18,F,1,0
3757,28,56137,12453,18,F,0,0
3758,60,46470,5840,36,M,1,0
3759,24,46271,8191,24,F,1,0
3760,51,59062,17953,36,F,1,0
3761,48,65292,11368,18,M,0,0
3762,31,67875,17035,18,M,1,0
3763,63,40812,9486,6,F,1,1
3764,21,63841,16104,36,F,1,0
3765,58,81274,10258,6,F,1,0
3766,44,51891,10668,6,M,0,0
3767,51,48900,10120,12,F,1,0
3768,61,45773,11802,6,F,0,0
3769,46,34043,8705,18,M,1,0
3770,25,62633,3054,18,F,0,0
3771,40,48967,9821,12,F,1,0
3772,61,47754,10662,12,F,1,0
3773,31,60310,18174,36,M,1,0
3774,53,61692,1000,12,M,1,0
3775,58,40987,18086,24,M,1,0
3776,47,41345,15241,18,M,0,0
3777,54,40679,13428,18,F,1,0
3778,35,81702,10771,12,M,1,0
3779,52,72157,4898,12,M,1,0
3780,41,60605,19754,18,M,1,0
3781,25,44368,16173,12,M,0,1
3782,26,46146,11253,36,F,1,0
3783,58,55451,11428,12,M,1,1
3784,42,83136,9455,12,F,1,0
3785,38,54333,12971,36,M,1,0
3786,34,57632,9778,36,F,1,1
3787,30,11765,11539,36,M,1,1
3788,33,53863,12189,18,M,1,0
3789,51,29092,22151,12,M,1,0
3790,50,42695,5449,36,F,1,1
3791,23,50703,10799,36,M,1,0
3792,50,45468,16137,18,F,1,0
3793,26,40460,14133,24,F,1,1
3794,49,40594,13387,12,F,0,0
3795,28,46834,25056,24,M,1,0
3796,64,46179,15439,24,M,0,0
3797,63,50304,6876,36,M,1,0
3798,64,49182,6302,18,M,1,0
3799,53,69183,9808,12,M,0,0
3800,37,19255,7818,12,F,1,0
3801,31,53674,10396,12,M,1,0
3802,33,51065,11689,24,M,1,0
3803,31,47987,11366,6,M,0,0
3804,51,39412,1000,18,F,1,0
3805,48,47754,6221,6,M,0,0
3806,64,25497,13580,24,M,0,1
3807,26,53100,18218,36,M,0,0
3808,61,55820,7981,6,M,0,0
3809,36,39438,8005,6,F,1,0
3810,24,79110,9554,18,F,1,0
3811,55,48193,18623,24,M,1,0
3812,46,50661,10268,18,F,1,1
3813,32,70036,1000,36,F,1,0
3814,31,82131,18938,12,F,0,0
3815,57,33149,13458,24,M,1,1
3816,45,41342,3534,36,F,1,1
3817,38,48459,7444,36,M,0,0
3818,39,38856,6022,6,M,1,0
3819,43,62691,8955,18,F,1,0
3820,58,37205,17435,6,F,0,0
3821,38,68999,1000,6,F,0,0
3822,46,59354,8282,12,M,1,0
3823,26,67460,10555,18,F,1,0
3824,24,37272,9652,12,M,1,0
3825,64,44247,6016,36,F,1,1
3826,49,63469,15949,12,F,1,0
3827,54,60748,9206,36,F,1,0
3828,37,45697,8563,6,M,1,0
3829,63,47832,11730,12,F,1,0
3830,63,43484,8598,18,M,1,0
3831,36,47428,7231,12,F,1,0
3832,22,35519,5372,36,M,0,1
3833,54,33001,20950,24,F,0,0
3834,28,65081,13966,18,F,1,0
3835,33,46918,8088,36,F,1,0
3836,62,67269,16356,24,F,1,0
3837,28,58939,12617,18,F,1,0
3838,50,54680,10192,24,F,1,1
3839,52,39346,4854,6,M,0,0
3840,56,31838,5861,6,F,1,0
3841,50,43146,14842,12,F,1,0
3842,21,72978,13761,12,M,1,0
3843,63,63334,3135,12,M,1,0
3844,59,41743,7961,12,F,0,0
3845,37,43316,13399,24,M,1,0
3846,40,36063,15561,18,M,1,0
3847,44,26793,12572,18,F,0,1
3848,42,51524,7718,12,M,1,0
3849,49,75876,11180,6,F,1,0
3850,42,76064,8946,36,M,1,0
3851,64,59118,11909,12,M,0,0
3852,29,40959,17390,12,M,1,0
3853,57,28257,6088,6,F,1,1
3854,30,65705,11404,36,F,1,0
3855,56,56708,9516,24,F,1,0
3856,57,45256,8685,24,F,1,0
3857,48,42750,9300,36,F,0,1
3858,48,59006,16567,36,F,1,0
3859,62,37600,12897,24,M,0,0
3860,63,53588,7604,12,M,1,0
3861,41,31702,13248,12,F,0,1
3862,44,83427,7206,6,M,0,0
3863,62,39694,1053,36,F,1,0
3864,60,59725,1000,12,F,1,0
3865,22,32029,12503,12,M,1,0
3866,28,47551,8577,6,M,1,0
3867,47,63269,14987,36,F,1,0
3868,42,66514,11935,6,F,0,0
3869,57,61449,11302,6,M,1,1
3870,47,47926,7745,24,M,1,1
3871,49,40010,12608,6,M,1,0
3872,23,33834,17758,36,F,0,0
3873,64,72556,1000,12,F,1,0
3874,33,51550,9251,12,F,1,0
3875,30,54323,16725,24,F,1,0
3876,56,67480,4272,36,F,1,0
3877,29,58800,10667,12,M,0,1
3878,47,48088,6583,6,F,1,0
3879,54,61166,8661,18,F,0,0
3880,21,40661,1133,18,F,1,0
3881,52,26732,14923,18,M,1,0
3882,45,71177,10752,18,F,1,0
3883,49,41911,2777,6,M,0,0
3884,27,45435,12093,12,F,1,1
3885,23,46758,11040,24,F,1,1
3886,40,40966,6555,6,M,0,0
3887,40,66520,19840,12,M,1,0
3888,50,55616,12580,36,F,1,0
3889,55,45443,16451,12,M,1,0
3890,55,30864,9194,12,M,1,0
3891,59,54556,1874,12,M,1,0
3892,47,13240,1000,6,F,1,0
3893,46,53491,4930,12,F,1,0
3894,34,70147,16739,12,F,1,1
3895,37,50968,7450,36,F,1,0
3896,38,68094,15205,36,M,1,0
3897,49,31562,4167,18,F,1,1
3898,40,80578,6687,6,M,1,0
3899,47,66459,7407,12,F,1,0
3900,38,57139,11125,18,F,1,0
3901,24,41024,3239,18,M,1,1
3902,21,38532,6028,6,F,1,0
3903,21,48936,8834,18,F,1,0
3904,46,68041,3285,18,F,0,0
3905,40,30267,1202,6,M,1,0
3906,43,50156,10142,24,F,1,0
3907,30,61013,3362,18,M,1,0
3908,31,63940,16073,36,M,1,0
3909,61,60968,16210,18,F,0,0
3910,61,28736,7082,6,F,1,1
3911,25,66976,13010,6,F,1,0
3912,21,51007,10345,24,F,1,0
3913,37,33716,15339,24,M,1,0
3914,42,49637,7708,36,M,1,0
3915,54,20620,12552,36,F,1,0
3916,61,58674,11558,18,F,1,0
3917,49,48084,11304,24,F,1,0
3918,24,30948,6920,36,M,1,0
3919,25,45648,15928,18,F,0,0
3920,31,39388,7960,12,F,1,0
3921,41,40346,7929,18,F,0,0
3922,55,16084,6399,36,M,1,0
3923,32,24917,6701,18,M,1,1
3924,46,46554,8801,12,F,1,0
3925,39,43973,12248,36,M,0,0
3926,27,64609,13916,18,F,1,0
3927,27,40523,10643,36,F,1,0
3928,46,42095,17081,18,M,1,0
3929,60,42796,10588,6,F,1,0
3930,25,47044,1022,36,M,0,0
3931,41,51371,4227,36,M,1,0
3932,34,43905,13500,36,F,0,1
3933,24,58568,8373,36,F,1,0
3934,43,84503,8031,18,F,0,1
3935,62,37618,5177,24,F,1,0
3936,40,55877,7998,18,F,0,0
3937,35,50442,8072,12,M,1,1
3938,49,65705,12452,6,M,0,1
3939,28,53044,8776,18,M,1,1
3940,61,39103,16382,18,M,1,0
3941,39,32524,6725,36,M,0,0
3942,59,59157,11022,12,F,0,1
3943,48,33742,1721,36,M,0,0
3944,47,67756,13294,36,F,0,0
3945,24,58297,2896,24,F,0,0
3946,35,51300,12850,6,M,1,0
3947,55,30316,1000,24,M,1,0
3948,57,60129,4832,36,M,1,0
3949,21,74251,14189,6,F,0,1
3950,23,43623,17821,18,F,0,0
3951,44,38871,1000,12,F,1,0
3952,47,48619,4550,24,M,1,0
3953,60,57004,19147,12,F,0,0
3954,56,42031,10710,36,F,1,0
3955,54,63487,4839,6,M,0,0
3956,49,78660,17385,18,F,0,0
3957,44,54953,12927,6,F,1,0
3958,44,45125,10550,12,M,0,1
3959,62,56600,1000,12,F,1,0
3960,24,67659,20479,18,M,1,1
3961,23,52394,11311,18,M,1,0
3962,54,57276,8451,6,F,1,0
3963,43,60571,17308,24,F,0,0
3964,43,36868,5416,6,M,1,0
3965,25,56886,4532,12,F,1,1
3966,51,29870,5133,6,F,1,0
3967,61,40123,8100,36,M,0,0
3968,26,67184,10133,6,M,1,0
3969,57,63065,13200,6,M,1,0
3970,30,45947,3744,36,M,1,1
3971,60,75586,11516,12,M,1,0
3972,27,30347,6987,18,M,1,0
3973,59,46923,9459,6,F,1,0
3974,58,54126,16045,24,F,0,0
3975,41,7876,12464,18,M,0,0
3976,40,47635,12880,24,M,1,0
3977,23,33132,6919,6,M,1,0
3978,42,33473,19627,24,M,0,0
3979,24,45916,13360,18,M,0,0
3980,48,22615,7875,24,F,0,1
3981,32,37880,15705,24,M,1,0
3982,58,22965,12844,18,F,1,1
3983,56,51856,3684,18,M,1,1
3984,61,51565,11000,18,F,1,0
3985,25,44771,5159,18,F,1,0
3986,33,64946,1000,36,M,1,0
3987,43,45557,7836,6,M,1,0
3988,50,49653,15670,18,M,1,0
3989,57,36409,17371,12,F,0,0
3990,45,15450,7446,24,M,1,0
3991,47,47819,8572,18,M,1,0
3992,34,45860,16980,18,F,1,1
3993,56,75648,13353,6,F,1,0
3994,59,60011,12447,18,M,1,0
3995,36,43803,10697,36,M,1,0
3996,42,52124,13623,12,M,1,0
3997,41,63605,9850,12,M,1,1
3998,41,57751,17647,18,M,1,0
3999,28,75033,9402,6,M,1,1
4000,36,38159,9322,18,M,1,0
4001,51,64625,1000,24,F,0,0
4002,62,43656,15290,12,F,0,0
4003,30,52904,5186,24,F,1,0
4004,52,41634,1000,36,F,1,1
4005,54,47869,9105,12,M,0,0
4006,29,53173,8308,12,M,1,1
4007,37,58898,12249,36,F,0,1
4008,31,50920,13245,24,F,0,0
4009,52,12707,5861,18,M,1,0
4010,30,48845,23599,6,M,1,0
4011,42,72056,8993,24,F,0,0
4012,37,48726,1559,36,F,1,1
4013,24,72477,17914,36,F,1,0
4014,45,48197,13642,36,F,1,0
4015,41,26420,12044,12,M,1,1
4016,57,43505,7823,18,M,0,0
4017,58,41623,10229,12,M,0,0
4018,21,46557,1000,12,F,1,0
4019,45,32220,8644,12,M,1,1
4020,56,49867,22283,36,F,1,0
4021,37,45076,5228,24,M,0,1
4022,61,69317,10883,6,F,0,0
4023,44,31846,1575,6,F,1,0
4024,22,53685,7396,18,M,1,0
4025,60,56165,3674,18,M,0,0
4026,35,61624,12136,36,M,1,0
4027,52,44546,11079,6,F,1,0
4028,59,53312,3485,24,F,0,0
4029,26,55299,10441,36,F,0,0
4030,21,25274,10618,18,M,0,0
4031,43,45084,10874,36,F,1,0
4032,59,49510,14269,18,M,1,0
4033,37,51268,17825,6,F,1,0
4034,54,51085,6930,36,M,1,0
4035,61,56562,8468,12,F,1,0
4036,49,79064,9133,18,M,0,0
4037,29,41068,3489,12,M,1,0
4038,33,55717,4961,18,F,1,0
4039,26,69519,12816,12,F,0,0
4040,26,23020,19624,6,F,0,0
4041,40,54021,4801,6,F,1,1
4042,23,24794,21466,24,M,1,0
4043,37,82783,7168,24,F,0,0
4044,32,57830,16059,24,M,1,0
4045,21,55806,12146,36,F,1,0
4046,37,21899,10973,18,F,0,0
4047,23,42432,7864,36,M,1,0
4048,46,42503,10079,24,F,1,0
4049,35,76496,6445,18,F,0,0
4050,56,60938,14728,36,F,1,0
4051,52,25206,15589,6,F,1,0
4052,52,57042,6747,18,F,1,0
4053,24,27456,1797,24,F,0,0
4054,38,25560,8360,6,M,1,0
4055,39,56801,19942,18,M,1,0
4056,63,61171,11159,36,F,0,0
4057,55,56881,15767,24,M,0,0
4058,60,78193,5360,36,F,1,0
4059,34,55531,7568,6,F,1,0
4060,53,52551,8446,6,F,1,1
4061,34,31759,4144,6,M,0,1
4062,54,62864,10834,18,M,1,0
4063,24,25228,5907,24,F,0,0
4064,44,80305,14744,6,F,0,0
4065,49,63061,10446,36,F,1,1
4066,39,91846,17404,24,M,0,1
4067,26,55839,1613,36,M,1,0
4068,53,63802,7344,36,F,1,0
4069,60,45842,7962,6,F,1,0
4070,39,49350,12316,24,F,1,0
4071,21,34226,7889,12,F,1,0
4072,25,28284,18612,18,M,1,0
4073,47,52842,9079,12,M,0,1
4074,36,49262,5472,18,M,0,0
4075,26,33860,9195,24,M,1,0
4076,60,36519,8371,6,F,1,0
4077,33,50487,14641,24,M,0,1
4078,55,33603,7940,12,F,0,0
4079,39,55349,2397,36,M,1,0
4080,32,34068,10887,18,M,1,0
4081,36,53837,6745,18,M,1,0
4082,63,32739,4226,12,F,0,0
4083,30,32802,10112,6,M,1,0
4084,45,14566,9339,24,M,1,0
4085,40,47595,8898,12,M,0,0
4086,51,71810,11302,24,M,0,0
4087,24,70959,7105,6,M,1,0
4088,64,54861,10579,36,M,1,0
4089,43,19984,7052,24,F,0,0
4090,22,62658,14111,6,F,0,0
4091,42,53384,9881,12,F,0,0
4092,57,43902,18748,36,F,1,0
4093,28,68110,7525,36,M,1,0
4094,27,59231,11785,36,F,1,0
4095,34,79423,15648,18,F,1,0
4096,23,28915,12681,6,F,1,0
4097,36,30088,10702,24,M,0,0
4098,39,32615,11680,12,M,1,1
4099,38,45724,12537,36,M,1,0
4100,36,73822,11489,36,F,0,0
4101,28,40646,9926,36,F,0,1
4102,53,40966,13685,6,M,1,0
4103,32,56259,9576,12,M,1,0
4104,31,62647,5076,6,F,1,0
4105,25,16448,20292,12,F,0,0
4106,47,65595,14387,24,M,0,0
4107,32,40171,5442,18,M,0,0
4108,37,48463,8778,12,F,0,0
4109,26,71273,7151,6,M,1,1
4110,53,46753,7509,6,M,0,0
4111,25,27021,14335,6,M,1,0
4112,48,27891,8341,18,M,1,0
4113,34,49563,19580,12,M,1,0
4114,25,44984,1166,12,F,1,0
4115,53,50892,9851,12,F,0,0
4116,61,43980,3342,12,M,1,1
4117,39,68621,11637,36,F,1,1
4118,42,50371,12237,36,F,1,0
4119,25,23555,14495,6,M,0,0
4120,22,62247,3864,36,M,1,0
4121,50,78594,12156,12,F,1,0
4122,59,52323,5632,12,F,1,0
4123,24,53488,10478,36,F,1,0
4124,53,38301,7790,24,M,0,0
4125,33,46363,3677,6,M,1,0
4126,40,57543,13611,18,F,1,0
4127,27,66976,8707,6,M,1,0
4128,35,56690,14287,6,F,0,0
4129,43,77270,14645,6,M,1,1
4130,34,51477,16556,36,M,1,0
4131,43,33174,7465,6,M,0,0
4132,39,33604,5355,12,F,1,0
4133,49,68516,16003,6,M,0,0
4134,40,65106,10514,12,M,0,0
4135,49,25330,16744,36,M,1,0
4136,44,46857,4086,36,M,1,0
4137,38,47402,13443,6,M,0,0
4138,30,38727,10215,12,F,1,0
4139,61,28844,9792,12,M,0,0
4140,28,38395,8391,12,M,0,0
4141,46,35699,4447,12,F,1,0
4142,49,29202,13318,18,M,1,0
4143,30,62435,8039,36,M,0,0
4144,37,54244,11057,12,M,1,0
4145,22,43038,19662,18,M,1,0
4146,26,18941,7315,18,F,0,0
4147,25,45513,8511,36,M,1,0
4148,48,57815,9185,24,M,0,1
4149,61,38959,8028,6,M,1,0
4150,25,32750,8183,36,M,1,0
4151,38,48154,13488,24,F,1,0
4152,46,55026,16616,6,M,0,0
4153,40,20001,10649,6,M,1,0
4154,61,70310,13699,6,F,1,0
4155,47,31263,9136,18,M,1,0
4156,32,43658,9010,12,F,1,0
4157,27,67719,8000,6,M,1,0
4158,23,51880,6176,12,F,1,0
4159,30,66441,16181,6,F,1,0
4160,54,73305,7490,18,F,1,0
4161,45,28104,13055,6,F,1,0
4162,55,63530,5814,36,M,1,1
4163,36,69882,10229,24,M,1,0
4164,22,44362,9995,6,F,1,0
4165,44,45556,5854,24,F,1,0
4166,30,21304,8266,24,F,0,0
4167,58,61716,4657,18,M,1,0
